frequency_khz,importance_fraction
0.0,0.0016530362574929671
6.688963210702341,0.0007666224857549485
13.377926421404682,0.0016185680023495079
20.066889632107024,0.0014424134611743056
26.755852842809364,0.0020254782905616752
33.44481605351171,0.004272240610383775
40.13377926421405,0.0007997802402936795
46.82274247491639,0.00047991935266632777
53.51170568561873,0.0012491334992701783
60.20066889632107,0.0009602136631973634
66.88963210702342,0.0010424024748833713
73.57859531772574,0.001429689898227459
80.2675585284281,0.0018676093312871684
86.95652173913044,0.0021338743493387624
93.64548494983278,0.004377839340272583
100.33444816053512,0.003515870892190138
107.02341137123746,0.0014047366470939938
113.7123745819398,0.0014965995753512273
120.40133779264214,0.0012925115545809117
127.09030100334449,0.002864004560282424
133.77926421404683,0.00261917145483704
140.46822742474916,0.0015328417976631903
147.15719063545149,0.0014147958944458095
153.84615384615384,0.0016507625435877038
160.5351170568562,0.0018111125649713932
167.22408026755852,0.0022459734619870793
173.91304347826087,0.001157000636910726
180.6020066889632,0.0030861830914517764
187.29096989966555,0.0031584606419400633
193.97993311036788,0.007626303437606786
200.66889632107024,0.0012283519477107058
207.3578595317726,0.0017730384228198629
214.04682274247492,0.0008256779508489572
220.73578595317724,0.004059428907115276
227.4247491638796,0.0009111884933958846
234.11371237458192,0.0008914705211068682
240.80267558528428,0.0014228813044997394
247.49163879598663,0.0032281073371313294
254.18060200668899,0.0026896556658825258
260.8695652173913,0.00048678845476342385
267.55852842809367,0.0024941349667282403
274.247491638796,0.002999150245627442
280.9364548494983,0.00099953595738296
287.6254180602007,0.0012377144269780978
294.31438127090297,0.0029653767467418715
301.0033444816053,0.0007481136000171284
307.6923076923077,0.010341608081431966
314.38127090301003,0.0010610724090675434
321.0702341137124,0.001840812177364287
327.75919732441474,0.001695887764995891
334.44816053511704,0.11952473474265637
341.1371237458194,0.10884539886364135
347.82608695652175,0.001048859365298168
354.5150501672241,0.0008305187198494049
361.2040133779264,0.0008220716620002329
367.89297658862876,0.0010050946447490647
374.5819397993311,0.0006727445405961644
381.2709030100334,0.0008180268696334385
387.95986622073576,0.001233295466228563
394.6488294314381,0.0005852050500687541
401.33779264214047,0.0005581217705214498
408.0267558528428,0.0009983879127213383
414.7157190635452,0.0008887154458259487
421.40468227424753,0.0007300256857312905
428.09364548494983,0.000558966444233329
434.7826086956522,0.0002569762252112137
441.4715719063545,0.000520959286153667
448.16053511705684,0.0007394102518536442
454.8494983277592,0.0005297033701977193
461.53846153846155,0.0012733662036214254
468.22742474916384,0.0015693328581079277
474.9163879598662,0.0011896643665631795
481.60535117056855,0.0010410532365127023
488.2943143812709,0.0014828955310977102
494.98327759197326,0.002215159528958978
501.6722408026756,0.002102964967703543
508.36120401337797,0.0010637791532848472
515.0501672240803,0.0008025517301463049
521.7391304347826,0.0007289983786112263
528.428093645485,0.0009940430099812712
535.1170568561873,0.0009646267830056941
541.8060200668896,0.0018648395239869316
548.494983277592,0.0011595716093743282
555.1839464882943,0.0012986427327436644
561.8729096989966,0.001473265899493041
568.561872909699,0.0011790162585129116
575.2508361204013,0.0016120659410614534
581.9397993311037,0.0016383150770611895
588.6287625418059,0.0013840515336824744
595.3177257525084,0.0012743585858987084
602.0066889632106,0.0005356183985623622
608.6956521739131,0.002629295289963916
615.3846153846154,0.0013018093633782478
622.0735785953178,0.0022799013050508097
628.7625418060201,0.0008407649126246748
635.4515050167224,0.0015825955149439352
642.1404682274248,0.0011770263642299056
648.829431438127,0.0005080410370893896
655.5183946488295,0.0010502126498945757
662.2073578595317,0.000497373245381519
668.8963210702341,0.0011414051358888588
675.5852842809364,0.003104939954293777
682.2742474916388,0.001416646184771685
688.9632107023411,0.0009323780284289698
695.6521739130435,0.0006359656497215928
702.3411371237459,0.0014385041404398704
709.0301003344482,0.0017891950189271163
715.7190635451504,0.004618736469697697
722.4080267558528,0.0058169256875256195
729.0969899665552,0.0018316739021219568
735.7859531772575,0.0035806103097819585
742.4749163879599,0.0032213381316425526
749.1638795986622,0.001392199070571725
755.8528428093646,0.001071443064026266
762.5418060200668,0.0015776316137662287
769.2307692307693,0.0013489797506277112
775.9197324414715,0.0013778272300159786
782.608695652174,0.001107591579505659
789.2976588628762,0.0027887994417048812
795.9866220735787,0.001039413556162953
802.6755852842809,0.0011454629463030924
809.3645484949832,0.000903067121851107
816.0535117056857,0.0018330403792948303
822.7424749163879,0.005186080429414727
829.4314381270904,0.013996893312527637
836.1204013377926,0.011208199523559271
842.8093645484951,0.0015777817306595616
849.4983277591973,0.0023813046948279455
856.1872909698997,0.002788076156860871
862.876254180602,0.0018239528850376835
869.5652173913044,0.0024142916143407903
876.2541806020067,0.0028833282898889576
882.943143812709,0.08662460459025406
889.6321070234113,0.01821401889262933
896.3210702341137,0.0037766323236983748
903.010033444816,0.004553426365600549
909.6989966555184,0.00332579005405629
916.3879598662207,0.010651402580957854
923.0769230769231,0.0022309505519783855
929.7658862876254,0.0023396717934490545
936.4548494983277,0.004807387657501485
943.1438127090302,0.002614420966542175
949.8327759197324,0.001373208579621181
956.5217391304349,0.0010123297064017964
963.2107023411371,0.0015986663713929653
969.8996655518395,0.004247526471496829
976.5886287625418,0.0014512283458585126
983.2775919732441,0.0009103776262075185
989.9665551839465,0.01942214368794153
996.6555183946488,0.008660013585423586
1003.3444816053512,0.007760752241168272
1010.0334448160535,0.002487975783556721
1016.7224080267559,0.004422634171521598
1023.4113712374582,0.0021899274968222664
1030.1003344481605,0.0020972457672139627
1036.789297658863,0.0022384421148712915
1043.4782608695652,0.001806229883651189
1050.1672240802675,0.001861453397304536
1056.85618729097,0.0022447718331083037
1063.5451505016722,0.005412789674928608
1070.2341137123747,0.002744221966096554
1076.923076923077,0.002334360052914069
1083.6120401337791,0.014669455228838732
1090.3010033444816,0.003483613429979572
1096.989966555184,0.002224290311456597
1103.6789297658863,0.0028324766798179563
1110.3678929765886,0.001967963967063397
1117.056856187291,0.004540905964877906
1123.7458193979933,0.004492351505278887
1130.4347826086955,0.003177175312254546
1137.123745819398,0.0017424426722617886
1143.8127090301005,0.0035669401392887743
