frequency_khz,importance_fraction
0.0,0.0004873703661738038
0.1,0.00019919881927157093
0.2,0.000695048685398918
0.3,0.0002284658253970227
0.4,0.0016071816171572657
0.5,0.0001897507905778073
0.6,0.00017457726457817532
0.7,0.00015939142014876964
0.8,0.0003689698390649912
0.9,0.00020770804744974118
1.0,7.662839485519022e-05
1.1,0.00017595991550912527
1.2,0.00014587627370986033
1.3,0.00016332485147071055
1.4,0.000147353827656343
1.5,0.0001645477931797408
1.6,0.00015280475311553766
1.7,0.00014758509584203853
1.8,0.00026869298243229904
1.9,0.0005350511649422109
2.0,0.001073093449757129
2.1,0.0021325379237062767
2.2,0.0047753394750885405
2.3,0.0017791253431412445
2.4,0.0017712766800013812
2.5,0.0024047720729771373
2.6,0.0003543052630922799
2.7,0.0004494477073610368
2.8,0.000829101070131071
2.9,0.0016556493451153032
3.0,0.001116314851980088
3.1,0.003926037685676677
3.2,0.002433454669515087
3.3,0.0005761556752922855
3.4,0.0018873180264437077
3.5,0.0005661049841796586
3.6,0.0002789290695358383
3.7,0.0005013742048620727
3.8,0.00044997457322364044
3.9,0.0007228260124295594
4.0,0.0026632948877996377
4.1,0.0024257886878829875
4.2,0.0004352973057572135
4.3,0.009118540162131435
4.4,0.0008120929246408549
4.5,0.0009164017564604964
4.6,0.0006302558859385797
4.7,0.00033334100556877116
4.8,0.00041439077920229724
4.9,0.00039842738978894887
5.0,0.0030441519292250057
5.1,0.008795695877313912
5.2,0.0011754479214780016
5.3,0.000619343321554324
5.4,0.0005449207302401936
5.5,0.0012307867051218606
5.6,0.0009905536196046522
5.7,0.0010008440752662907
5.8,0.0017798753162899766
5.9,0.0008788023634645954
6.0,0.0009593489644634217
6.1,0.0010825978369921393
6.2,0.0008794568022634787
6.3,0.0016882922058262246
6.4,0.0031103702966723545
6.5,0.0023109559858640566
6.6,0.00336123212433818
6.7,0.0005962723610477808
6.8,0.0002145571691572405
6.9,0.00042992496918374914
7.0,0.0009050637786292612
7.1,0.0007323402468692975
7.2,0.000981066962646436
7.3,0.0012716900833387248
7.4,0.0002975207026955203
7.5,0.0007228355534430868
7.6,0.0004616896139216607
7.7,0.0004777466543073736
7.8,0.000668577112015836
7.9,0.0007799339336111913
8.0,0.0003557999576061339
8.1,0.0003211555985063994
8.2,0.00022725566606602692
8.3,0.00032814443209281096
8.4,0.000255072391430097
8.5,0.000387098022908996
8.6,0.0002863157967713887
8.7,0.0006489397223996529
8.8,0.0006048028900079293
8.9,0.0003386815467066638
9.0,0.00034019410812685013
9.1,0.00023310448702956342
9.2,0.0002674977429478312
9.3,0.00015512989284000733
9.4,0.0001192408139211118
9.5,0.00013335963196705784
9.6,0.00012506883718402365
9.7,0.0001359691836195224
9.8,0.00019218039983511965
9.9,0.0002832360121142522
10.0,0.0004166704856769863
10.1,0.0003601732545002614
10.2,0.0013499452765901854
10.3,0.0009119531688249759
10.4,0.00037188020135478674
10.5,0.0005706692384099878
10.6,0.0005339965269907061
10.7,0.0004814307262352765
10.8,0.00031927395890033985
10.9,0.00027804329000148713
11.0,0.0004048280882869626
11.1,0.0007441334844437676
11.2,0.003661131219241715
11.3,0.004451734091101421
11.4,0.0017483410116080622
11.5,0.000612712285570087
11.6,0.0005838597779110631
11.7,0.0004498609217540961
11.8,0.00068125719771026
11.9,0.0004687441521451282
12.0,0.00043081918415970635
12.1,0.0004848957383329949
12.2,0.0004660561705007328
12.3,0.0002768940065347925
12.4,0.0004317943169968014
12.5,0.0007268736885686939
12.6,0.00046603414903438866
12.7,0.0003685995532278005
12.8,0.0005757414546066843
12.9,0.000476844226396764
13.0,0.0006618891332877238
13.1,0.00043830532904580975
13.2,0.0003784160911049751
13.3,0.0003936597114263123
13.4,0.00039757846488275246
13.5,0.0002996845488907971
13.6,0.0005629631568384502
13.7,0.00020272428679082724
13.8,0.00043864593365470627
13.9,0.00047443915637577805
14.0,0.000496441840884115
14.1,0.00041001831919002077
14.2,0.00043587276822438777
14.3,0.0007637079674313019
14.4,0.0007272488264237992
14.5,0.0011722081592034422
14.6,0.002242670302635096
