frequency_khz,importance_fraction
0.0,0.00045690971828794103
0.1,0.00018814347658832533
0.2,0.0006895146438137564
0.3,0.00021512757207401394
0.4,0.001558610886945064
0.5,0.00018331007245317432
0.6,0.00016369674209053395
0.7,0.00014942945638947154
0.8,0.00034596498983866083
0.9,0.00019859933515604792
1.0,7.190023441205208e-05
1.1,0.00017825746580966625
1.2,0.00015328666833891165
1.3,0.00016846005001728352
1.4,0.0001502779795442003
1.5,0.00017213918517890192
1.6,0.00014386558815403035
1.7,0.00015217483627439325
1.8,0.0002680871647826337
1.9,0.0005016104671333227
2.0,0.0010121202232520495
2.1,0.002038310048002548
2.2,0.004530375291016264
2.3,0.0016826009655860385
2.4,0.0016847521648831125
2.5,0.0022822382585264626
2.6,0.00033460320063842427
2.7,0.0004214947292654561
2.8,0.0007775267071535984
2.9,0.001577591889060184
3.0,0.0010468996106992147
3.1,0.003681846536180975
3.2,0.0022985818246574643
3.3,0.0005502800495109623
3.4,0.0017900645564759036
3.5,0.0005317409593190141
3.6,0.0002631528499124065
3.7,0.00047522886778258034
3.8,0.00042303218793620105
3.9,0.0006804466137634615
4.0,0.0029886512211622805
4.1,0.002542525653700482
4.2,0.0004109805138614663
4.3,0.00981378979364197
4.4,0.000767105185065867
4.5,0.0009084440328307762
4.6,0.0005922532773756106
4.7,0.00034648032569744344
4.8,0.0003894248593717992
4.9,0.0003758976157038609
5.0,0.003247233950903727
5.1,0.00911070693969425
5.2,0.0011088443855436648
5.3,0.0005830646891459244
5.4,0.0005428923254818251
5.5,0.0011538625360517443
5.6,0.0009290794492428394
5.7,0.0009494032845490526
5.8,0.0016698211792154892
5.9,0.0008238772157480582
6.0,0.0009351995523363028
6.1,0.0010440065190163155
6.2,0.0008557763677613338
6.3,0.0026054095070324685
6.4,0.0032036907813498957
6.5,0.0027903035218037604
6.6,0.0036822866443652234
6.7,0.000561145039461593
6.8,0.00023261888856093745
6.9,0.0004270076765708501
7.0,0.0008486347972177385
7.1,0.000689443046612492
7.2,0.0009359310644510375
7.3,0.001468573977720271
7.4,0.0004977178697946162
7.5,0.0006923387069793842
7.6,0.0004575662638315895
7.7,0.00045053069002654473
7.8,0.0006676449218882704
7.9,0.0007643998480132932
8.0,0.0003363851815121143
8.1,0.00030864555322904154
8.2,0.0002151194589007942
8.3,0.0003191776519671733
8.4,0.00024112672282185923
8.5,0.00036565449608659523
8.6,0.00028088354511293027
8.7,0.0006304030764913869
8.8,0.0005726389373135962
8.9,0.0003175139500374973
9.0,0.00031957544582702553
9.1,0.0002185354565902157
9.2,0.00025592998628770847
9.3,0.00014543427453750688
9.4,0.00011295281016465722
9.5,0.00012574952543603168
9.6,0.000119364430885986
9.7,0.00014021321841253608
9.8,0.00018067840493592703
9.9,0.00026738579950135745
10.0,0.00039165920031249943
10.1,0.0003612221897890996
10.2,0.0012655736968032987
10.3,0.0008553291388045934
